ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
007087.OF,财通景利纯债,财通基金,徽商银行,债券型,20190719,,,20190712,,2.0504,0.3,0.1,,1.0,0.0001,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20190820,20190820,O
007563.OF,兴银汇逸三个月定开债,兴银基金,江苏银行,债券型,20190718,,,20190705,,10.1,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20191018,20191018,O
007065.OF,浦银安盛高等级优选短融券C,浦银安盛基金,兴业银行,债券型,20190718,,,20190712,,0.0,0.25,0.05,,1.0,0.0001,,上海清算所高等级优选短期融资券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190826,20190826,O
007064.OF,浦银安盛高等级优选短融券A,浦银安盛基金,兴业银行,债券型,20190718,,,20190712,,5.5,0.25,0.05,,1.0,0.0001,,上海清算所高等级优选短期融资券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190826,20190826,O
007351.OF,永赢同利A,永赢基金,交通银行,债券型,20190718,,,20190429,,2.001,0.3,0.1,,1.0,0.001,,中债-综合指数(全价)收益率,L,债券型,契约型开放式,,20190724,20190724,O
007352.OF,永赢同利C,永赢基金,交通银行,债券型,20190718,,,20190429,,0.0,0.3,0.1,,1.0,0.001,,中债-综合指数(全价)收益率,L,债券型,契约型开放式,,20190724,20190724,O
006617.OF,工银瑞信瑞泽定开,工银瑞信基金,江苏银行,债券型,20190718,,,20190416,,2.1109,0.3,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20191018,20191018,O
007517.OF,博时富淳纯债3个月定开,博时基金,江苏银行,债券型,20190718,,,20190610,,10.1,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20191018,20191018,O
006812.OF,大成惠福纯债,大成基金,中国工商银行,债券型,20190718,,,20190613,,2.0001,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20190722,20190822,O
006371.OF,长安鑫盈A,长安基金,中国工商银行,混合型,20190718,,,20190530,,1.9844,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20191016,20191016,O
006372.OF,长安鑫盈C,长安基金,中国工商银行,混合型,20190718,,,20190530,,0.8972,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20191016,20191016,O
007506.OF,华夏中证AH经济蓝筹C,华夏基金,中国农业银行,股票型,20190716,,,20190603,,0.7939,0.5,0.1,,1.0,0.0001,,中证华夏AH经济蓝筹股票指数收益率*95%+中国人民银行公布的人民币活期存款利率*5%,L,被动指数型,契约型开放式,,20190726,20190726,O
007231.OF,国泰民安养老2040三年,国泰基金,中国银行,混合型,20190716,,,20190415,,2.0524,0.9,0.15,,1.0,0.001,,沪深300指数收益率*53%+中证综合债指数收益率*47%,L,混合型,契约型开放式,,20190815,,O
007375.OF,西部利得聚利6个月定开A,西部利得基金,中国光大银行,债券型,20190716,,,20190625,,4.4274,0.6,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200116,20200116,O
007376.OF,西部利得聚利6个月定开C,西部利得基金,中国光大银行,债券型,20190716,,,20190625,,9.8448,0.6,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200116,20200116,O
007497.OF,中庚价值灵动灵活配置,中庚基金,平安银行,混合型,20190716,,,20190624,,13.1884,1.5,0.25,,1.0,0.1,,中证800指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20190819,20190819,O
007261.OF,融通消费升级,融通基金,中国工商银行,混合型,20190716,,,20190624,,6.4163,1.5,0.25,,1.0,0.0001,,中证全指主要消费指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证香港100指数收益率*10%,L,混合型,契约型开放式,,20191016,20191016,O
007505.OF,华夏中证AH经济蓝筹A,华夏基金,中国农业银行,股票型,20190716,,,20190603,,0.4499,0.5,0.1,,1.0,0.0001,,中证华夏AH经济蓝筹股票指数收益率*95%+中国人民银行公布的人民币活期存款利率*5%,L,被动指数型,契约型开放式,,20190726,20190726,O
007393.OF,上银未来生活,上银基金,兴业银行,混合型,20190715,,,20190610,,3.0767,1.5,0.25,,1.0,0.001,,中证800指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20191014,20191014,O
007663.OF,平安安享灵活配置C,平安基金,中国建设银行,混合型,20190715,,,,,,0.6,0.1,,1.0,,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20190716,20190716,O
007467.OF,华泰柏瑞红利低波动ETF联接C,华泰柏瑞基金,中国建设银行,股票型,20190715,,,20190613,,5.7982,0.5,0.1,,1.0,0.001,,中证红利低波动指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190816,20190816,O
007466.OF,华泰柏瑞红利低波动ETF联接A,华泰柏瑞基金,中国建设银行,股票型,20190715,,,20190613,,5.7982,0.5,0.1,,1.0,0.001,,中证红利低波动指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190816,20190816,O
006964.OF,中加颐瑾六个月定开C,中加基金,杭州银行,债券型,20190712,,,20190701,,,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200113,20200113,O
006963.OF,中加颐瑾六个月定开A,中加基金,杭州银行,债券型,20190712,,,20190701,,20.1,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200113,20200113,O
007187.OF,华夏中债3-5年政策金融债C,华夏基金,浦发银行,债券型,20190712,,,20190513,,0.167,0.15,0.05,,1.0,0.0001,,中债-3-5年政策性金融债指数(全价)收益率,L,被动指数型,契约型开放式,,20190814,20190814,O
007186.OF,华夏中债3-5年政策金融债A,华夏基金,浦发银行,债券型,20190712,,,20190513,,71.3413,0.15,0.05,,1.0,0.0001,,中债-3-5年政策性金融债指数(全价)收益率,L,被动指数型,契约型开放式,,20190814,20190814,O
007571.OF,南方上证380ETF联接C,南方基金,中国建设银行,股票型,20190712,,,,,,0.5,0.1,,1.0,,,上证380指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190712,20190712,O
007535.OF,中欧盈和5年定开债,中欧基金,中国民生银行,债券型,20190711,,,20190702,,70.0007,0.3,0.08,,1.0,0.0001,,三年期银行定期存款利率(税后)+1.25%,L,债券型,契约型开放式,,,,O
007316.OF,交银可转债A,交银施罗德基金,中国农业银行,债券型,20190711,,,20190605,,6.1003,0.7,0.2,,1.0,0.0001,,中证可转换债券指数收益率*70%+中债综合全价指数收益率*20%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20190812,20190812,O
007317.OF,交银可转债C,交银施罗德基金,中国农业银行,债券型,20190711,,,20190605,,0.0181,0.7,0.2,,1.0,0.0001,,中证可转换债券指数收益率*70%+中债综合全价指数收益率*20%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20190812,20190812,O
007279.OF,永赢众利,永赢基金,浦发银行,债券型,20190711,,,20190422,,2.0501,0.3,0.1,,1.0,0.001,,中债-综合指数(全价)收益率,L,债券型,契约型开放式,,20190715,20190715,O
007525.OF,易方达年年恒夏纯债一年定开A,易方达基金,招商银行,债券型,20190711,,,20190618,,12.2694,0.25,0.05,,1.0,0.0001,,中债信用债总财富(1年以下)指数收益率,L,债券型,契约型开放式,,,,O
007526.OF,易方达年年恒夏纯债一年定开C,易方达基金,招商银行,债券型,20190711,,,20190618,,1.5783,0.25,0.05,,1.0,0.0001,,中债信用债总财富(1年以下)指数收益率,L,债券型,契约型开放式,,,,O
007540.OF,华泰保兴安悦,华泰保兴基金,徽商银行,债券型,20190711,,,20190617,,2.0013,0.3,0.1,,1.0,10.0,,中债总指数(全价)收益率,L,债券型,契约型开放式,,20190812,20190812,O
007511.OF,南方泰元C,南方基金,中国民生银行,债券型,20190711,,,20190705,,0.0005,0.3,0.1,,1.0,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,,20190729,20190729,O
007510.OF,南方泰元A,南方基金,中国民生银行,债券型,20190711,,,20190705,,0.7,0.3,0.1,,1.0,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,,20190729,20190729,O
007260.OF,国投瑞银顺祺,国投瑞银基金,浙商银行,债券型,20190709,,,20190708,,3.0012,0.3,0.1,,1.0,0.001,,中债综合指数收益率,L,债券型,契约型开放式,,20190807,20190807,O
007138.OF,鹏扬元合量化大盘优选C,鹏扬基金,中国工商银行,股票型,20190709,,,20190604,,1.5959,1.5,0.25,,1.0,0.001,,沪深300指数收益率*90%+中债综合财富(总值)指数收益率*10%,L,股票型,契约型开放式,,20190809,20190809,O
007137.OF,鹏扬元合量化大盘优选A,鹏扬基金,中国工商银行,股票型,20190709,,,20190604,,0.533,1.5,0.25,,1.0,0.001,,沪深300指数收益率*90%+中债综合财富(总值)指数收益率*10%,L,股票型,契约型开放式,,20190809,20190809,O
007538.OF,永赢沪深300A,永赢基金,中国工商银行,股票型,20190709,,,20190701,,1.6741,0.15,0.05,,1.0,0.001,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190715,20190715,O
007163.OF,浦银安盛环保新能源A,浦银安盛基金,中国银行,混合型,20190709,,,20190516,,2.3299,1.5,0.25,,1.0,0.001,,中证内地低碳经济主题指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20190809,20190809,O
007164.OF,浦银安盛环保新能源C,浦银安盛基金,中国银行,混合型,20190709,,,20190516,,0.4726,1.5,0.25,,1.0,0.001,,中证内地低碳经济主题指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20190809,20190809,O
007539.OF,永赢沪深300C,永赢基金,中国工商银行,股票型,20190709,,,20190701,,0.0096,0.15,0.05,,1.0,0.001,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190715,20190715,O
007171.OF,易方达中债3-5年国开行A,易方达基金,中国建设银行,债券型,20190708,,,20190408,,32.8296,0.15,0.05,,1.0,0.0001,,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190920,20190920,O
007172.OF,易方达中债3-5年国开行C,易方达基金,中国建设银行,债券型,20190708,,,20190408,,0.0482,0.15,0.05,,1.0,0.0001,,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190920,20190920,O
007201.OF,民生加银聚益纯债,民生加银基金,江苏银行,债券型,20190705,,,20190408,,2.0202,0.3,0.1,,1.0,0.01,,中国债券综合指数收益率,L,债券型,契约型开放式,,20190809,20190809,O
007050.OF,鑫元恒利三个月定开,鑫元基金,中国民生银行,债券型,20190705,,,20190614,,0.3,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20191008,20191008,O
007586.OF,华泰保兴多策略三个月,华泰保兴基金,中国银行,股票型,20190705,,,20190702,,0.9,0.8,0.05,,1.0,,,沪深300指数收益率*80%+中债总指数(全价)收益率*20%,L,股票型,契约型开放式,,20191008,20191008,O
007327.OF,新疆前海联合泳辉纯债A,新疆前海联合基金,浙商银行,债券型,20190705,,,20190513,,3.43,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20190812,20190812,O
007056.OF,银华积极精选,银华基金,中国建设银行,混合型,20190705,,,20190603,,2.3804,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20190916,20190916,O
007338.OF,新疆前海联合泳辉纯债C,新疆前海联合基金,浙商银行,债券型,20190705,,,20190513,,0.0,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20190812,20190812,O
007288.OF,合煦智远消费主题C,合煦智远基金,中国工商银行,股票型,20190703,,,20190624,,0.2314,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*75%+中证综合债指数收益率*15%+中证港股通主要消费综合指数收益率*10%,L,股票型,契约型开放式,,20190805,20190805,O
007287.OF,合煦智远消费主题A,合煦智远基金,中国工商银行,股票型,20190703,,,20190624,,0.254,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*75%+中证综合债指数收益率*15%+中证港股通主要消费综合指数收益率*10%,L,股票型,契约型开放式,,20190805,20190805,O
007412.OF,景顺长城绩优成长,景顺长城基金,招商银行,混合型,20190702,,,20190621,,28.9846,1.5,0.25,,1.0,0.0001,,中证800成长指数收益率*80%+银行同业存款利率*20%,L,混合型,契约型开放式,,20190926,20190926,O
007579.OF,宝盈先进制造C,宝盈基金,中国建设银行,混合型,20190701,,,,,,1.5,0.25,,1.0,,,申银万国制造业指数*70%+中证综合债券指数收益率*30%,L,灵活配置型,契约型开放式,,20190701,20190701,O
007574.OF,宝盈新价值C,宝盈基金,招商银行,混合型,20190701,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*65%+中债综合指数收益率*35%,L,灵活配置型,契约型开放式,,20190701,20190701,O
007578.OF,宝盈新锐C,宝盈基金,中国银行,混合型,20190701,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*65%+中债综合指数收益率*35%,L,灵活配置型,契约型开放式,,20190701,20190701,O
007575.OF,宝盈祥泰C,宝盈基金,中国建设银行,混合型,20190701,,,,,,0.6,0.25,,1.0,,,一年期银行定期存款利率(税后)+1%,L,混合型,契约型开放式,,20190701,20190701,O
007581.OF,宝盈鸿利收益C,宝盈基金,中国农业银行,混合型,20190701,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*65%+中债综合指数收益率(全价)*35%,L,灵活配置型,契约型开放式,,20190701,20190701,O
007580.OF,宝盈中证100指数增强C,宝盈基金,中国建设银行,股票型,20190701,,,,,,0.75,0.15,,1.0,,,中证100指数*95%+活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190701,20190701,O
007577.OF,宝盈祥瑞C,宝盈基金,招商银行,混合型,20190701,,,,,,0.6,0.2,,1.0,,,一年期银行定期存款利率(税后)+1%,L,混合型,契约型开放式,,20190701,20190701,O
007297.OF,大成养老2040三年A,大成基金,中国农业银行,混合型,20190627,,,20190429,,2.027,1.0,0.15,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,混合型,契约型开放式,,20190708,20220627,O
007570.OF,方正富邦红利精选C,方正富邦基金,中国建设银行,混合型,20190627,,,,,,0.8,0.25,,1.0,,,中证红利指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20190627,20190627,O
007507.OF,大成中债3-5年国开行A,大成基金,浦发银行,债券型,20190627,,,20190610,,45.0999,0.15,0.05,,1.0,0.0001,,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190719,20190809,O
007508.OF,大成中债3-5年国开行C,大成基金,浦发银行,债券型,20190627,,,20190610,,0.0001,0.15,0.05,,1.0,0.0001,,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190719,20190809,O
007369.OF,浙商沪港深精选C,浙商基金,招商银行,混合型,20190627,,,20190527,,1.6393,1.5,0.25,,1.0,0.001,,恒生指数收益率*75%+人民币银行活期存款利率(税后)*25%,L,混合型,契约型开放式,,20190729,20190729,O
007368.OF,浙商沪港深精选A,浙商基金,招商银行,混合型,20190627,,,20190527,,0.9468,1.5,0.25,,1.0,0.001,,恒生指数收益率*75%+人民币银行活期存款利率(税后)*25%,L,混合型,契约型开放式,,20190729,20190729,O
007460.OF,华安成长创新,华安基金,中国银行,混合型,20190627,,,20190605,,5.2081,1.5,0.25,,1.0,0.0001,,中证800成长指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20190805,20190805,O
007298.OF,大成养老2040三年C,大成基金,中国农业银行,混合型,20190627,,,20190429,,0.1979,1.0,0.15,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,混合型,契约型开放式,,20190708,20220627,O
169302.OF,财通资管中证500指数增强C,财通证券资管,中国银行,股票型,20190627,,,20190528,,2.2298,1.0,0.15,,1.0,0.1,,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190805,20190805,O
007123.OF,工银瑞信中债1-3年国开行C,工银瑞信基金,中国光大银行,债券型,20190627,,,20190527,,0.0005,0.15,0.05,,1.0,0.001,,中债-1-3年国开行债券指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190715,20190715,O
006980.OF,国寿安保泰恒纯债,国寿安保基金,兴业银行,债券型,20190627,,,20190624,,2.0016,0.3,0.1,,1.0,0.001,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20190729,20190729,O
007122.OF,工银瑞信中债1-3年国开行A,工银瑞信基金,中国光大银行,债券型,20190627,,,20190527,,53.2068,0.15,0.05,,1.0,0.001,,中债-1-3年国开行债券指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190715,20190715,O
007493.OF,朱雀产业臻选A,朱雀基金,招商银行,混合型,20190627,,,20190610,,5.081,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50+中债综合指数收益率*40%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20190923,20190923,O
007494.OF,朱雀产业臻选C,朱雀基金,招商银行,混合型,20190627,,,20190610,,3.4221,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50+中债综合指数收益率*40%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20190923,20190923,O
007545.OF,太平恒安三个月定开,太平基金,江苏银行,债券型,20190627,,,20190619,,2.0,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20190927,20190927,O
007378.OF,西部利得聚享一年定开C,西部利得基金,中国农业银行,债券型,20190627,,,20190603,,0.0261,0.6,0.2,,1.0,0.001,,中债-综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
007377.OF,西部利得聚享一年定开A,西部利得基金,中国农业银行,债券型,20190627,,,20190603,,2.3902,0.6,0.2,,1.0,0.001,,中债-综合全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
007301.OF,国联安中证全指半导体ETF联接C,国联安基金,国泰君安,股票型,20190626,,,20190522,,2.0727,0.5,0.1,,1.0,0.001,,中证全指半导体产品与设备指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190627,20190702,O
007569.OF,南方安福C,南方基金,浦发银行,混合型,20190626,,,,,,1.0,0.2,,1.0,,,上证国债指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20190626,20190626,O
167505.OF,安信中短利率债C,安信基金,杭州银行,债券型,20190626,,,20190610,,0.0011,0.3,0.1,,1.0,0.001,,中债-1-30年利率债财富(1-3年)指数收益率,L,债券型,契约型开放式,,20190701,20190701,O
007463.OF,东海科技动力C,东海基金,江苏银行,混合型,20190626,,,20190529,,1.9645,1.2,0.2,,1.0,0.1,,中证800指数收益率*75%+中证综合债券指数收益率*25%,L,混合型,契约型开放式,,20190730,20190730,O
167504.OF,安信中短利率债A,安信基金,杭州银行,债券型,20190626,,,20190610,,2.0509,0.3,0.1,,1.0,0.001,,中债-1-30年利率债财富(1-3年)指数收益率,L,债券型,契约型开放式,,20190701,20190701,O
007439.OF,东海科技动力A,东海基金,江苏银行,混合型,20190626,,,20190529,,0.2628,1.2,0.2,,1.0,0.1,,中证800指数收益率*75%+中证综合债券指数收益率*25%,L,混合型,契约型开放式,,20190730,20190730,O
007537.OF,景顺长城景泰盈利纯债,景顺长城基金,江苏银行,债券型,20190626,,,20190620,,2.4013,0.3,0.1,,1.0,0.0001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20190716,20190716,O
007513.OF,博时富丰3个月定开,博时基金,中国光大银行,债券型,20190626,,,20190624,,20.1,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190926,20190926,O
007472.OF,华夏创业板低波蓝筹ETF联接A,华夏基金,中国农业银行,股票型,20190626,,,20190603,,1.4457,0.5,0.1,,1.0,0.0001,,创业板低波蓝筹指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190726,20190726,O
007474.OF,华夏创业板动量成长ETF联接A,华夏基金,中国农业银行,股票型,20190626,,,20190603,,0.345,0.5,0.1,,1.0,0.0001,,创业板动量成长指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190726,20190726,O
007475.OF,华夏创业板动量成长ETF联接C,华夏基金,中国农业银行,股票型,20190626,,,20190603,,0.0142,0.5,0.1,,1.0,0.0001,,创业板动量成长指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190726,20190726,O
007132.OF,长城港股通价值精选多策略,长城基金,北京银行,混合型,20190626,,,20190520,,2.812,1.5,0.25,,1.0,0.1,,恒生指数收益率(使用估值汇率折算)*60%+中证全债指数收益率*25%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20190729,20190729,O
007300.OF,国联安中证全指半导体ETF联接A,国联安基金,国泰君安,股票型,20190626,,,20190522,,0.0448,0.5,0.1,,1.0,0.001,,中证全指半导体产品与设备指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190627,20190702,O
007473.OF,华夏创业板低波蓝筹ETF联接C,华夏基金,中国农业银行,股票型,20190626,,,20190603,,0.0079,0.5,0.1,,1.0,0.0001,,创业板低波蓝筹指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190726,20190726,O
007443.OF,浙商汇金聚盈中短债C,浙商资管,中国光大银行,债券型,20190625,,,20190603,,0.1119,0.3,0.1,,1.0,0.01,,中债中短期债券财富(1-3年)指数收益率*90%+3年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190724,20190724,O
006846.OF,中银福建国有企业债A,中银基金,华泰证券,债券型,20190625,,,20190401,,25.1386,0.4,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20191225,20191225,O
006847.OF,中银福建国有企业债C,中银基金,华泰证券,债券型,20190625,,,20190401,,1.5827,0.4,0.1,,1.0,100.0,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20191225,20191225,O
007052.OF,招商中债3-5年国开行C,招商基金,中国民生银行,债券型,20190625,,,20190520,,0.835,0.15,0.05,,1.0,0.0001,,中债3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190704,20190704,O
007051.OF,招商中债3-5年国开行A,招商基金,中国民生银行,债券型,20190625,,,20190520,,97.1314,0.15,0.05,,1.0,0.0001,,中债3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190704,20190704,O
007426.OF,浙商汇金聚盈中短债A,浙商资管,中国光大银行,债券型,20190625,,,20190603,,2.5919,0.3,0.1,,1.0,0.1,,中债中短期债券财富(1-3年)指数收益率*90%+3年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190724,20190724,O
007403.OF,银河睿安,银河基金,浙商银行,债券型,20190624,,,20190606,,6.0009,0.3,0.1,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20190701,20190701,O
006811.OF,大成景盈,大成基金,中国民生银行,债券型,20190624,,,20190613,,4.3006,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20190722,20190722,O
007440.OF,南方旭元A,南方基金,浦发银行,债券型,20190624,,,20190618,,0.7,0.3,0.1,,1.0,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,,20190717,20190717,O
007441.OF,南方旭元C,南方基金,浦发银行,债券型,20190624,,,20190618,,,0.3,0.1,,1.0,0.0001,,中债综合指数收益率,L,债券型,契约型开放式,,20190717,20190717,O
007421.OF,中金衡盈A,中金基金,招商银行,混合型,20190621,,,20190520,,2.7147,1.0,0.2,,1.0,0.001,,中债-综合全价(总值)指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率调整)*5%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20190715,20190715,O
007422.OF,中金衡盈C,中金基金,招商银行,混合型,20190621,,,20190520,,0.3736,1.0,0.2,,1.0,0.001,,中债-综合全价(总值)指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率调整)*5%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20190715,20190715,O
007254.OF,广发均衡价值,广发基金,交通银行,混合型,20190621,,,20190520,,3.4529,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%,L,混合型,契约型开放式,,20190722,20190722,O
006984.OF,兴全恒瑞三个月定开,兴全基金,兴业银行,债券型,20190621,,,20190524,,10.1,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20190923,20190923,O
007442.OF,浙商汇金中高等级三个月C,浙商资管,中国光大银行,债券型,20190621,,,20190527,,3.8524,0.5,0.1,,1.0,0.1,,中债高信用等级债券财富指数收益率,L,债券型,契约型开放式,,20190923,20190923,O
007425.OF,浙商汇金中高等级三个月A,浙商资管,中国光大银行,债券型,20190621,,,20190527,,1.1994,0.5,0.1,,1.0,0.1,,中债高信用等级债券财富指数收益率,L,债券型,契约型开放式,,20190923,20190923,O
007429.OF,鹏扬淳盈6个月A,鹏扬基金,浙商银行,债券型,20190621,,,20190603,,10.4,0.3,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20191223,20191223,O
007430.OF,鹏扬淳盈6个月C,鹏扬基金,浙商银行,债券型,20190621,,,20190603,,0.0,0.3,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20191223,20191223,O
006997.OF,平安惠添纯债,平安基金,徽商银行,债券型,20190621,,,20190422,,2.0,0.3,0.1,,1.0,0.0001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190722,20190722,O
007490.OF,南方信息创新A,南方基金,中国建设银行,混合型,20190619,,,20190605,,5.2131,1.5,0.25,,1.0,0.0001,,中证信息技术指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20190819,20190819,O
007390.OF,上银中债1-3年农发债,上银基金,兴业银行,债券型,20190619,,,20190517,,78.9999,0.15,0.05,,1.0,0.001,,中债-1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190621,20190621,O
007290.OF,汇添富中债1-3年农发债C,汇添富基金,浦发银行,债券型,20190619,,,20190506,,0.0004,0.15,0.05,,1.0,0.001,,中债-1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190801,20190801,O
007308.OF,华宝消费升级,华宝基金,中国银行,混合型,20190619,,,20190510,,2.3372,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*55%+上证国债指数收益率*30%+恒生指数收益率*15%,L,混合型,契约型开放式,,20190628,20190628,O
